image_name,Spacing (CoV),Baseline Variation,Fluency (px/stroke),Stroke Breaks,Smoothness (roughness),cluster
68.jpg,0.903229657,53.69559751,40.25,24.84472049,84.79248047,1
69.jpg,0.861594302,49.81511183,33.73972603,29.63865204,80.12329102,0
7.jpg,0.918460992,31.27565084,24.03787879,41.6010085,127.5,2
70.jpg,0.866469445,53.14885027,33.40298507,29.93744413,67.98339844,0
71.jpg,0.784772431,53.40293456,41.95384615,23.8357169,84.79248047,1
72.jpg,0.890154654,46.63723302,27.7027027,36.09756096,66.42700195,0
73.jpg,0.872418769,57.96812026,29.64556962,33.7318531,81.05712891,1
74.jpg,0.878923767,71.5516751,48.51612903,20.61170212,88.97918701,1
75.jpg,0.972937593,68.07038234,59.01851852,16.94383432,99.56268311,1
76.jpg,0.975539899,50.44261317,37.85,26.42007925,78.05328369,1
77.jpg,1.016325988,55.91602121,41.86666667,23.88535031,145.4919434,1
78.jpg,0.994996935,55.17715954,37.68831169,26.53342521,91.39160156,1
79.jpg,0.955450815,67.92611937,37.09,26.96144513,115.0332642,1
8.jpg,1.242367436,79.39195248,299.3888889,3.340137316,177.2113037,2
80.jpg,0.81154027,55.92135601,31.82352941,31.42329019,92.69897461,1
81.jpg,0.852869975,47.75113698,38.41269841,26.03305784,81.9442749,0
82.jpg,0.765768298,51.26542036,38.5,25.97402596,69.13513184,0
83.jpg,0.918768313,57.33649523,39.91025641,25.05621586,108.9788818,1
84.jpg,1.055535528,52.33724013,34.66216216,28.84990252,87.84301758,1
85.jpg,1.035473865,52.61559167,33.32876712,30.00411014,83.42285156,1
86.jpg,0.997507297,67.28633759,37.89130435,26.3912794,110.4885864,1
87.jpg,0.89786096,49.037615,35.69014085,28.01894237,92.2164917,1
88.jpg,1.055259877,52.46303892,37.94871795,26.35135134,97.24365234,1
89.jpg,1.06661434,57.30831713,37.21538462,26.87060768,79.70306396,1
9.jpg,1.226869285,59.0284845,295.3809524,3.385458648,211.5142822,2
90.jpg,0.934497363,67.90684498,44.45454545,22.49488752,100.7611084,1
91.jpg,0.733524268,54.50890462,40.56896552,24.64938375,75.26733398,1
92.jpg,0.699645719,53.89964168,29.95588235,33.38242512,65.30639648,0
93.jpg,0.892331604,61.54378228,31.86813187,31.37931033,102.8466797,1
94.jpg,0.804645773,52.87685208,48.06896552,20.80344332,84.85473633,1
95.jpg,0.739125234,56.14587227,40.44776119,24.72324722,83.64074707,1
96.jpg,1.037175652,62.00972481,41.91764706,23.85630086,113.336792,1
97.jpg,0.88216816,56.35423465,44.33766234,22.55418863,108.0917358,1
98.jpg,0.993402597,53.61496287,42.71014493,23.41364098,90.27099609,1
99.jpg,0.826889293,54.69537544,43.25675676,23.11777569,100.2941895,1
